Name,MiddleName,Suffix,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingStateCode,BillingCountryCode,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingStateCode,ShippingCountryCode,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,NameLocal,Jigsaw,AccountSource,SicDesc,ACRNM__c,Abbreviation__c,Topics__c,Active__c,AI_Validation_Status__c,qualtrics__NPS_Date__c,Institution_Sub_type_OLD__c,Institution_Type_OLD__c,Public_Private_Sector_OLD__c,email__c,CloudingoAgent__BAR__c,CloudingoAgent__BAS__c,CloudingoAgent__BAV__c,CloudingoAgent__BRDI__c,CloudingoAgent__BTZ__c,CloudingoAgent__SAR__c,CloudingoAgent__SAS__c,CloudingoAgent__SAV__c,CloudingoAgent__SRDI__c,CloudingoAgent__STZ__c,scanbizcards__ScanBizCards__c,Relationship_with_the_bank__c,Beneficiary_type__c,InstitutionSector_LAB_OLD__c,InstitutionSubType_LAB_OLD__c,InstitutionType_LAB_OLD__c,AI_Area__c,AI_Sub_Area__c,AI_Technology__c,qualtrics__Net_Promoter_Score__c,ORP_Confidential_Account__c,Other_Phone_Extension__c,Phone_Extension__c,Relationship_Type__c,Facebook__c,Linkedin__c,ORP_Business_Partner_Number__c,Other_Phone__c,Skype__c,Twitter__c,Used_by_IDB_Lab__c,Used_by_IDB__c,Financial_Regulation__c,Institution_Sub_Type__c,Institution_Type__c,Legal_Name__c,ORP_Rating__c,ORP_Region__c,ORP_Used_by_ORP__c,DQ_Score__c,ORP_Business_Partner_Name__c,ORP_Id__c,IDB_isBucket__c,ORP_Academic_Type__c,PSR_FinancingFocus__c,PSR_FundStatus__c,PSR_IsFund__c,pbk__AUM__c,pbk__Active_Investors__c,pbk__Average_Volume__c,pbk__Business_Status__c,pbk__Company_Status__c,pbk__Currency__c,pbk__Date_of_Last_Round__c,pbk__Dry_Powder__c,pbk__Employees__c,pbk__Enterprise_Value__c,pbk__Exchange__c,pbk__FYE__c,pbk__Financing_Status__c,pbk__Firm_Sub_Type__c,pbk__Former_Name__c,pbk__Global_Region__c,pbk__Global_Sub_Region__c,pbk__High_52wk__c,pbk__Industries_All__c,pbk__Investor_Status__c,pbk__LTM_Annual_Revenue__c,pbk__LTM_Dividend_Yield__c,pbk__LTM_EBITDA__c,pbk__LTM_EBIT__c,pbk__LTM_EPS__c,pbk__LTM_Net_Income__c,pbk__LTM_Number_Of_Investments__c,pbk__LTM_P_E__c,pbk__Last_Inv_Date__c,pbk__Last_Inv_Lead_Partner_Email__c,pbk__Last_Inv_Lead_Partner_Phone__c,pbk__Last_Inv_Lead_Partner_Title__c,pbk__Last_Inv_Lead_Partner__c,pbk__Last_Inv_Location__c,pbk__Last_Inv_Name__c,pbk__Last_Inv_Primary_Industry__c,pbk__Last_Inv_Size__c,pbk__Last_Inv_Status__c,pbk__Last_Inv_Type__c,pbk__Last_Round_Size__c,pbk__Last_Round_Status__c,pbk__Last_Round_Type__c,pbk__Last_Round_Valuation__c,pbk__Last_Sync_Date__c,pbk__Low_52wk__c,pbk__Market_Cap__c,pbk__Number_Of_Active_Investments__c,pbk__Ownership_Status__c,pbk__PB_Notes__c,pbk__PitchBook_Industry_Code__c,pbk__PitchBook_Industry_Group__c,pbk__PitchBook_Industry_Sector__c,pbk__PitchBook_Industry__c,pbk__PitchBook_Link__c,pbk__PitchBook_Type__c,pbk__Preferred_Company_Valuation__c,pbk__Preferred_Deal_Size__c,pbk__Preferred_EBITDA__c,pbk__Preferred_EBIT__c,pbk__Preferred_Geographies__c,pbk__Preferred_Industries__c,pbk__Preferred_Investment_Amount__c,pbk__Preferred_Investment_Horizon__c,pbk__Preferred_Investment_Types__c,pbk__Preferred_Other__c,pbk__Preferred_Revenue__c,pbk__Preferred_Verticals__c,pbk__Primary_Contact_Email__c,pbk__Primary_Contact_Name__c,pbk__Primary_Contact_Phone__c,pbk__Primary_Contact_Title__c,pbk__Primary_US_Region__c,pbk__SIC__c,pbk__TTM_End__c,pbk__Ticker_Symbol__c,pbk__Total_Assets_FYE__c,pbk__Total_Debt_FYE__c,pbk__Total_Money_Raised__c,pbk__Verticals__c,pbk__Year_Founded__c,pbk__pbId__c,Instagram__c,Business_Model_Type__c,Errors
"Centro de Educação, Profissionalização, Cultura e Empreendedorismo",,,,"Rua Paula Souza, 103, El dorado, São Paulo",São Paulo,São Paulo,11960-000,Brazil,SP,BR,,,,,,,,United States,,US,,,,551338711721,,,http://cepce.org.br,,,,,,,"Promover e catalisador o desenvolvimento sustentável (econômico, social e ambiental) no Vale do Ribeira.Promover a cultura e educação em todos os níveis, camadas sociais e áreas de atuação; Promover o tratamento igualitário aos diferentes grupos da diversidade social brasileira e a inclusão socioeconômica de grupos sociais desprivilegiados; Promover, divulgar, realizar e participar de cursos, treinamentos, campanhas, estudos, fóruns, debates, programas, congressos, experimentações, pesquisas, palestras e seminários para a consolidação das questões ligadas às finalidades do CEPCE, bem com a difusão de conhecimentos técnicos relevantes;Desenvolver ou realizar projetos, programas, estudos, pesquisas, eventos, relatórios ou quaisquer tipos de trabalho, inclusive programas sócio-educativos e de capacitação com o público urbano ou rural; Empreender ações, projetos ou programas junto a outras entidades da sociedade civil, sejam da esfera pública, privada ou do 3º. Setor; Celebrar convênios, contratos ou termos de parceria com entidades nacionais ou estrangeiras, do setor público, privado ou 3º. setor, desde que estas não violem a legalidade e as finalidades do CEPCE; Captar recursos de instituições nacionais ou internacionais, de direito público ou privado, para o fiel cumprimento das finalidades pelas quais o CEPCE foi instituído; Executar ações, projetos e programas no âmbito da política de assistência social, com os Planos de Trabalho de acordo com as diretrizes dos conselhos nacional, estadual e municipal de Assistência Social; Executar ações, projetos e programas para crianças e adolescentes com os Planos de Trabalho em concordância com o Estatuto da Criança e do Adolescente e de acordo com as diretrizes do Conselho Municipal de Defesa dos Direitos da Criança e do Adolescente; Realizar ações, projetos e programas educacionais em conformidade com a legislação do MEC – Ministério da Educação em vigor e outras legislações pertinentes.",,,,,,,BR-CEPCE,,,true,Pending validation,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,true,,,Government,,,,false,54,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Brac Usa,,,,"110 William Street, 29th Floor",New York,New York,10038,United States,NY,US,,,,,,,,United States,,US,,,,12128085615,,,http://www.brac.net/,,,,,,,,,,,,,,,,,true,Pending validation,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,47,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Water Org,,,,920 Main St. Ste. 1800,Kansas City,Missouri,64105,United States,MO,US,,,,,,,,United States,,US,,,,8168778400,,,http://water.org/,,,,,,,"This program will be executed by Water.org, a U.S. based non-profit organization which focuses on accelerating sustainable and effective access to water and sanitation services. Our long-term mission is to catalyze a global system that unleashes the potential of those living in poverty to meet their own water and sanitation needs.Water.org envisions the day when everyone in the world can take a safe drink of water and experience the dignity of a toilet, and we believe that a series of entrepreneurial approaches that challenge traditional aid is the path to achieving this audacious vision. One of the most innovative models, WaterCredit, involves microfinance institutions (MFIs) providing microloans to individuals to finance their own water and sanitation solutions, be it a rain-water harvesting tank, a toilet, or a household connection to a water utility.",,,,,,,,,,true,Pending validation,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,47,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
IFPRI,,,,1201 EYES STREET NW,WASHINGTON,District of Columbia,20006,United States,DC,US,,,,,,,,United States,,US,,,,12028625600,,,http://www.ifpri.org/,,,,,,,,,,,,,,US-IFPRI,,,true,Pending validation,,,International Organization / Program,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Business,IFPRI,,,false,54,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
World Center Of Excellence On Tourist Destinations,,,,"5160 Boul. Decarie, Office 820 - C.P. 22Office 820 - C.P. 22, Montreal (QC) Canada",Montreal,Quebec,H3X 2H9,Canada,QC,CA,,,,,,,,United States,,US,,,,15148711115,,,http://www.ced.travel,,,,,,,,,,,,,,CD-CED,,,true,Pending validation,,,,Mixed,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Non Profit / NGO,,,,false,54,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Mixed:Public_Private_Sector_OLD__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Mixed:Public_Private_Sector_OLD__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Mixed:Public_Private_Sector_OLD__c --
Population Services International,,,,"1120 19TH STREET, NW, SUITE 600",Washington D.C.,District of Columbia,20036,United States,DC,US,,,,,,,,United States,,US,,,,2027850072,,,http://www.psi.org/,,,,,,,,,,,,,,,,,true,Pending validation,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,47,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Save The Children Canada,,,,"4141 YONGE STREET, SUITE 300,",Toronto,Ontario,M2P 2A8,Canada,ON,CA,,,,,,,,United States,,US,,,,18006685036,,,http://www.savethechildren.ca/,,,,,,,"OUR MISSION is to inspire breakthroughs in the way the world treats children, and to achieve immediate and lasting change in their lives.Save the Children Canada is a member of Save the Children International, a network of 30 member organizations raising funds and operating programs domestically and internationally that focus on the issues of health and nutrition, education, HIV and AIDS, child protection, livelihoods and food security, emergency relief and child rights governance.",,,,,,,CD-SCC,,,true,Pending validation,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,47,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Sociedad de Cooperacion para el Desarrollo Internacional,,,,"850, AVENUE ERNEST-GAGNON, ÉDIFICE 5, BUREAU 160Quebec (Quebec)",Quebec,Quebec,G1S 4S2,Canada,QC,CA,,,,,,,,United States,,US,,,,14186837225,,,http://www.socodevi.org,,,,,,,"SOCODEVI is a network of Canadian cooperatives and mutual organizations that support populations by focusing on collective and cooperative approaches.   Throughout its work, SOCODEVI integrates its Gender and Development policy to encourage the participation of women as well as its Environmental policy to guide its actions.   SOCODEVI contributes to sustainable development in partner countries with a view to empowering their inhabitants.  SOCODEVI relies on the commitmet of its member institutions and emphasizes the organizational model used by cooperatives, mutuals and other associations to contribute to sustainable development in countries and help empower communities.   Through a process of intercooperation and the commitment of our network, we build and consolidate cooperative enterprises and mutuals in places around the world so that they may provide quality services and build wealth among their members.  For SOCODEVI, the creation and strengthening of income-generating activities are seen as essential to ensuring sustainability for our partners in the South.  Our vision of sustainable development uses cooperatives and mutuals as the most effective formula to create, protect and distribute wealth.  SOCODEVI is currently working in Latin America, Africa and Asia and has been present in Guatemala for more than 25 years.The SOCIETE DE COOPERATION POUR LE DÉVELOPPEMENT INTERNATIONAL - SOCODEVI is a network of Canadian cooperatives and mutual organizations that support populations by focusing on collective and cooperative approaches that promote autonomy and capacity building in order to create, protect and distribute wealth.  SOCODEVI has executed numerous studies and large projects financed by international financial institutions such as the Canadian International Development Agency - CIDA, the Agence française de développement - AFD, the World Bank -WB, the Inter-American Development Bank -IDB, the United Nations Development Programme - UNDP, the Gates Foundation, amoung others.  SOCODEVI is an organization mainly recognized for tis competencies in developing and strengthening the structure of cooperative enterprises, in promoting networks or marketing systems for goods and services, in elaborating  and offering training programs, in capacity development, in support-advice, in developing systems and management tools, as well as in managing local development projects and using results based management approach and sound financial management.",,,,,,,,SOCODEVI,,true,Pending validation,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,48,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
NATIONAL AUDUBON SOCIETY,,,,225 VARICK ST,NEW YORK,New York,10014,United States,NY,US,,,,,,,,United States,,US,,,,2026007983,,,http://iap.audubon.org/,,,,,,,"To conserve and restore natural ecosystems, focusing on birds, other wildlife, and their habitats for the benefit of humanity and the earth's biological diversity.National Audubon Society is a",,,,,,,US-NAS,,,true,Pending validation,,,,Private Sector,customerservice@audubon.org,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Business,NATIONAL AUDUBON SOCIETY,,,false,61,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
UNIETHOS,,,,RUA DOUTOR FERNANDES COELHO,São Paulo,São Paulo, 01415904,Brazil,SP,BR,,,,,,,,United States,,US,,,,+551138972439,,,http://www.uniethos.org.br/,,,,,,,"Educate and guide social, environmental and business leaders to help companies manage their business in a socially responsible manner, contributing to build a sustainable and fair societyConsultancy in corporate sustainability, corporate responsibility and shared value  Executive education and in-company trainings  Research on sustainability scenarios and industry sectors",,,,,,,BR-UNIETHOS,,,true,Validated,,,,Private Sector,atendimento@uniethos.org.br,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Business,UNIETHOS,,,false,62,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
REDE DE DESENVOLVIMINETO HUMANO,,,,RUA RUA ÁLVARO ALVIM,Rio De Janeiro,Rio de Janeiro,20031010,Brazil,RJ,BR,,,,,,,,United States,,US,,,,+552122621704,,,http://www.redeh.org.br/,,,,,,,"Rede de Desenvolvimento Humano (Human Development Network) is a nonpartisan, civil organization that was created in 1990. Our mission is to defend diversity and promote human development and equality among gender, race and ethnicity. We strive for sustainable development, conservation and protection of the environment.supported leadership among women and other social status people (young people, communities and teachers) in decision making and implementation of public policies for women, black populations, youth and other segments in socially disadvantaged communities. A major focus of REDEH is sustainable development.  REDEH has been working with climate change adaptation since 2005, promoting pro-poor private-public initiatives based on a Community Based Adaptation approach",,,,,,,BR-REDEH,,,true,Validated,,,,Private Sector,redeh@redeh.org.br,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,true,,,Non Profit / NGO,REDE DE DESENVOLVIMINETO HUMANO,,,false,62,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Program For Appropriate Technology In Health,,,,"2201 Westlake Avenue, Suite 200Suite 200",Seattle,Washington,98121,United States,WA,US,,,,,,,,United States,,US,,,,2062853500,,,http://www.path.org/,,,,,,,"PATH is an international nonprofit organization that transforms global health through innovation. We take an entrepreneurial approach to developing and delivering high-impact, low-cost solutions, from lifesaving vaccines, drugs, diagnostics, and devices to collaborative programs with communities. Through our work in more than 70 countries, PATH and our partners empower people to achieve their full potential.    PATH currently works in the areas of health technologies, maternal and child health, reproductive health, vaccines and immunization, and emerging and epidemic diseases. Our multidisciplinary staff includes public health experts with experience in diverse cultural contexts as well as policy and business strategists skilled in translating promising ideas into products and approaches that have a lasting impact on health.     Headquartered in Seattle, Washington, since its inception in 1977, PATH operates offices in 38 cities in 21 countries. PATH’s 2013 budget is US$334.5 million, which is provided by foundations, the US Government, other governments, multilateral agencies, corporations, and individuals. PATH’s board of directors consists of representatives from countries where PATH works, including the United States.    For more information, please visit www.path.org.PATH currently works in the areas of health technologies, maternal and child health, reproductive health, vaccines and immunization, and emerging and epidemic diseases. Our multidisciplinary staff includes public health experts with experience in diverse cultural contexts as well as policy and business strategists skilled in translating promising ideas into products and approaches that have a lasting impact on health.",,,,,,,,,,true,Pending validation,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,47,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Gsma Mobile For Development Foundation,,,,"1000 Abernathy Road,Suite 450",Atlanta,Georgia,30328,United States,GA,US,,,,,,,,United States,,US,,,,16782816600,,,http://www.gsma.com/mobilefordevelopment/,,,,,,,"Bringing together our mobile operator members, the wider mobile industry and the development community to drive commercial mobile services for underserved peopleThe principle activities are managing programmes in the space of Mobile for Development and dispersing grants to catalyse the sector.",,,,,,,US-GSM,,,true,Pending validation,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,47,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Organização de Conservação da Terra,,,,Km 386 - Br 101- Serra Da Papuã. Km 6 Da Estrada Parque Da Cidadania - Portal Ap,Ibirapitanga,Bahia,45500000,Brazil,BA,BR,,,,,,,,United States,,US,,,,+551132084863,,,https://www.oct.org.br/,,,,,,,"Conception and implementation of environmental aspects in the synergistic context of PDCIS (Development and Integrated Growth Program with Sustainability).OCT coordinates and integrates synergistic environmental actions necessary for the development and sustainable growth of Southern Bahia Lowland. Currently, OCT prioritizes actions on the Environmental Protection Area (APA) Pratigi as pilot area; however, the long-term vision is to replicate the experiences and projects in the five other areas that make up the APA region of Southern Lowland of Bahia.",,,,,,,BR-OCT,,,true,Validated,,,,Private Sector,valdirio@oct.org.br,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,true,,,Non Profit / NGO,ORGANIZAÇÃO DE CONSERVAÇÃO DA TERRA,,,false,62,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
The Friendship Bridge,,,,"405 URBAN ST., STE. 140",Lakewood,Colorado,80228,United States,CO,US,,,,,,,,United States,,US,,,,3036740717,,,www.friendshipbridge.org,,,,,,,,,,,,,,US-TFB,,,true,Pending validation,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,47,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Globalagrisk,,,,1008 S. BROADWAY,Lexington,Kentucky,40504,United States,KY,US,,,,,,,,United States,,US,,,,1 (859) 489 6203,,,www.globalagrisk.com,,,,,,,"GlobalAgRisk is a research and development firm with a proven track record in developing and implementing innovative financial disaster risk management solutions that aim to build resilience to catastrophic events such as drought, floods, and earthquakes.  Our work focuses primarily on low and middle income countries and is firmly anchored in a growing body of evidence that links financial disaster risk management to financial inclusiveness, climate change adaptation, and economic development.Research and development in transfer of natural disaster risk in low and middle income countries to the benefit of financial inclusion  GlobalAgRisk has lead many development projects funded by a large range of development partners. GlobalAgRisk has the capacity, back office systems in place and a demonstrated track record in leading major projects. GlobalAgRisk has always assembled the right teams to increase the probability of success for all projects undertaken.",,,,,,,,,,true,Pending validation,,,,Mixed,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,41,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Mixed:Public_Private_Sector_OLD__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Mixed:Public_Private_Sector_OLD__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Mixed:Public_Private_Sector_OLD__c --
Freedom From Hunger,,,,"1460 DREW AVENUE, SUITE 300",Davis,California,95618,United States,CA,US,,,,,,,,United States,,US,,,,530-758-6200 X1032,,,www.freedomfromhunger.org,,,,,,,"Freedom from Hunger brings innovative and sustainable self-help solutions to the fight against chronic hunger and poverty.  Together with local partners, we equip families with resources they need to build futures of health, hope and dignity.U.S. based international development organization focused on developing, testing and disseminating  microfinance programs that pair financial services with other important development services, such as health protection and practical adult education, that when combined, enable the poor to address and control many of the multifaceted causes of poverty.",,,,,,,,,,true,Pending validation,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,41,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Associação Aliança Empreendedora,,,,"Alameda Julia Da Costa, 362, Casa 2- São Francisco",Curitiba,Paraná,80410070,Brazil,PR,BR,,,,,,,,United States,,US,,,,+554130132409,,,https://aliancaempreendedora.org.br/en/,,,,,,,,,,,,,,BR-AAE,,,true,Validated,,,International Organization / Program,Private Sector,tatiana@aliancaempreendedora.org.br,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Intergovernmental Organization,Associação Aliança Empreendedora,,,false,62,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Bizcorps Inc.,,,,888 16th St. NW,Washington D.C.,District of Columbia,20006,United States,DC,US,,,,,,,,United States,,US,,,,2023551346,,,bizcorps.org,,,,,,,"BizCorps provides growth-oriented businesses in emerging markets with access to the human capital they need to unlock their full potential, expand more rapidly, and drive job creation and economic growth.",,,,,,,US-BIZCORPS,,,true,Pending validation,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,47,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Fabretto Childrens Foundation,,,,325 COMMERCE AVENUE,Arlington,Virginia,22304,United States,VA,US,,,,,,,,United States,,US,,,,7035258716,,,https://es.fabretto.org/,,,,,,,,,,,,,,US-FCF,NI-FCF,,true,Pending validation,,,,Private Sector,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,48,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
The Nature Conservancy,,,,4245 Fairfax Drive,Arlington,Virginia,22203,United States,VA,US,,,,Climate - Smart Agriculture,,,,United States,,US,,,,703 841 5300,,,https://www.nature.org/en-us/,,,,,,,Su mision es conservar el agua y los campos de los cuales dependen vidas,,,,,,,US-TNC,,,true,Pending validation,,,International Organization / Program,,magazine@tnc.org,,,,,,,,,,,false,,Afro descendan;Indigenous;Rural,PRIVATE,Foundation,Civil society,Climate - Smart Agriculture,Farm Level Solutions;Value Chain Transformation;Natural Capital,AI and Learning Machine,,,,,Technical Partner,,,,,,@nature_org,true,false,,,Non Profit / NGO,THE NATURE CONSERVANCY,,,false,64,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Beneficiary type: bad value for restricted picklist field: Afro descendan:Beneficiary_type__c --
Inter-American Development Bank,,,,"1300 New York Ave., N.W.",Washington,Washington,20577,United States,WA,US,,,,,,,,United States,,US,,,,+12026231000,,,https://www.iadb.org/en,,,,,,,Design an improved dashboard template for COVID-19 cases for Barbados and The Bahamas that can be updated regularly by the econ team and that is based in Microsoft Teams.,,,,,,,US-IDB,,,true,Validated,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Intergovernmental Organization,,,,false,55,inter-american development bank,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
